"Package","LibPath","Version","GithubRepo","GithubUsername","GithubRef","GithubSHA1"
"PSPclean","/home/achubaty/.local/share/R/Ontario_AOU_ROF/packages/x86_64-pc-linux-gnu/4.2","0.1.3.9002","PSPclean","ianmseddy","development","41eae0aecdddd7fa661219016e28a27dd8fefc04"
"purrr","/home/achubaty/.local/share/R/Ontario_AOU_ROF/packages/x86_64-pc-linux-gnu/4.2","1.0.1",NA,NA,NA,NA
"qs","/home/achubaty/.local/share/R/Ontario_AOU_ROF/packages/x86_64-pc-linux-gnu/4.2","0.25.5",NA,NA,NA,NA
"quantreg","/home/achubaty/.local/share/R/Ontario_AOU_ROF/packages/x86_64-pc-linux-gnu/4.2","5.94",NA,NA,NA,NA
"quickPlot","/home/achubaty/.local/share/R/Ontario_AOU_ROF/packages/x86_64-pc-linux-gnu/4.2","0.1.8.9000","quickPlot","PredictiveEcology","development","0a5ee2b153a89aba22ff8722b49a7c11711ef8ab"
"R.methodsS3","/home/achubaty/.local/share/R/Ontario_AOU_ROF/packages/x86_64-pc-linux-gnu/4.2","1.8.2",NA,NA,NA,NA
"R.oo","/home/achubaty/.local/share/R/Ontario_AOU_ROF/packages/x86_64-pc-linux-gnu/4.2","1.25.0",NA,NA,NA,NA
"R.utils","/home/achubaty/.local/share/R/Ontario_AOU_ROF/packages/x86_64-pc-linux-gnu/4.2","2.12.2",NA,NA,NA,NA
"R6","/home/achubaty/.local/share/R/Ontario_AOU_ROF/packages/x86_64-pc-linux-gnu/4.2","2.5.1",NA,NA,NA,NA
"RANN","/home/achubaty/.local/share/R/Ontario_AOU_ROF/packages/x86_64-pc-linux-gnu/4.2","2.6.1",NA,NA,NA,NA
"RApiSerialize","/home/achubaty/.local/share/R/Ontario_AOU_ROF/packages/x86_64-pc-linux-gnu/4.2","0.1.2",NA,NA,NA,NA
"rappdirs","/home/achubaty/.local/share/R/Ontario_AOU_ROF/packages/x86_64-pc-linux-gnu/4.2","0.3.3",NA,NA,NA,NA
"raster","/home/achubaty/.local/share/R/Ontario_AOU_ROF/packages/x86_64-pc-linux-gnu/4.2","3.6-20",NA,NA,NA,NA
"rasterVis","/home/achubaty/.local/share/R/Ontario_AOU_ROF/packages/x86_64-pc-linux-gnu/4.2","0.51.5",NA,NA,NA,NA
"RColorBrewer","/home/achubaty/.local/share/R/Ontario_AOU_ROF/packages/x86_64-pc-linux-gnu/4.2","1.1-3",NA,NA,NA,NA
"Rcpp","/home/achubaty/.local/share/R/Ontario_AOU_ROF/packages/x86_64-pc-linux-gnu/4.2","1.0.10",NA,NA,NA,NA
"RcppArmadillo","/home/achubaty/.local/share/R/Ontario_AOU_ROF/packages/x86_64-pc-linux-gnu/4.2","0.12.0.1.0",NA,NA,NA,NA
"RcppEigen","/home/achubaty/.local/share/R/Ontario_AOU_ROF/packages/x86_64-pc-linux-gnu/4.2","0.3.3.9.3",NA,NA,NA,NA
"RcppParallel","/home/achubaty/.local/share/R/Ontario_AOU_ROF/packages/x86_64-pc-linux-gnu/4.2","5.1.7",NA,NA,NA,NA
"RCurl","/home/achubaty/.local/share/R/Ontario_AOU_ROF/packages/x86_64-pc-linux-gnu/4.2","1.98-1.10",NA,NA,NA,NA
"readr","/home/achubaty/.local/share/R/Ontario_AOU_ROF/packages/x86_64-pc-linux-gnu/4.2","2.1.3",NA,NA,NA,NA
"rematch2","/home/achubaty/.local/share/R/Ontario_AOU_ROF/packages/x86_64-pc-linux-gnu/4.2","2.1.2",NA,NA,NA,NA
"remotes","/home/achubaty/.local/share/R/Ontario_AOU_ROF/packages/x86_64-pc-linux-gnu/4.2","2.4.2",NA,NA,NA,NA
"reproducible","/home/achubaty/.local/share/R/Ontario_AOU_ROF/packages/x86_64-pc-linux-gnu/4.2","1.2.16.9024","reproducible","PredictiveEcology","development","f2dcc429ecf6283f9f141a9fe709c30d506b0e56"
"Require","/home/achubaty/.local/share/R/Ontario_AOU_ROF/packages/x86_64-pc-linux-gnu/4.2","0.2.6.9008","Require","PredictiveEcology","development","74d50ea4b62ca05e805e10f8567db41b76202dee"
"rgdal","/home/achubaty/.local/share/R/Ontario_AOU_ROF/packages/x86_64-pc-linux-gnu/4.2","1.6-5",NA,NA,NA,NA
"rgeos","/home/achubaty/.local/share/R/Ontario_AOU_ROF/packages/x86_64-pc-linux-gnu/4.2","0.6-2",NA,NA,NA,NA
"RhpcBLASctl","/home/achubaty/.local/share/R/Ontario_AOU_ROF/packages/x86_64-pc-linux-gnu/4.2","0.23-42",NA,NA,NA,NA
"rjson","/home/achubaty/.local/share/R/Ontario_AOU_ROF/packages/x86_64-pc-linux-gnu/4.2","0.2.21",NA,NA,NA,NA
"rlang","/home/achubaty/.local/share/R/Ontario_AOU_ROF/packages/x86_64-pc-linux-gnu/4.2","1.1.0",NA,NA,NA,NA
"rmarkdown","/home/achubaty/.local/share/R/Ontario_AOU_ROF/packages/x86_64-pc-linux-gnu/4.2","2.20",NA,NA,NA,NA
"rms","/home/achubaty/.local/share/R/Ontario_AOU_ROF/packages/x86_64-pc-linux-gnu/4.2","6.4-1",NA,NA,NA,NA
"robustbase","/home/achubaty/.local/share/R/Ontario_AOU_ROF/packages/x86_64-pc-linux-gnu/4.2","0.95-0",NA,NA,NA,NA
"rosm","/home/achubaty/.local/share/R/Ontario_AOU_ROF/packages/x86_64-pc-linux-gnu/4.2","0.2.6",NA,NA,NA,NA
"RPostgres","/home/achubaty/.local/share/R/Ontario_AOU_ROF/packages/x86_64-pc-linux-gnu/4.2","1.4.5",NA,NA,NA,NA
"rprojroot","/home/achubaty/.local/share/R/Ontario_AOU_ROF/packages/x86_64-pc-linux-gnu/4.2","2.0.3",NA,NA,NA,NA
"RSQLite","/home/achubaty/.local/share/R/Ontario_AOU_ROF/packages/x86_64-pc-linux-gnu/4.2","2.3.0",NA,NA,NA,NA
"rstatix","/home/achubaty/.local/share/R/Ontario_AOU_ROF/packages/x86_64-pc-linux-gnu/4.2","0.7.2",NA,NA,NA,NA
"rstudioapi","/home/achubaty/.local/share/R/Ontario_AOU_ROF/packages/x86_64-pc-linux-gnu/4.2","0.14",NA,NA,NA,NA
"s2","/home/achubaty/.local/share/R/Ontario_AOU_ROF/packages/x86_64-pc-linux-gnu/4.2","1.1.2",NA,NA,NA,NA
"sandwich","/home/achubaty/.local/share/R/Ontario_AOU_ROF/packages/x86_64-pc-linux-gnu/4.2","3.0-2",NA,NA,NA,NA
"sass","/home/achubaty/.local/share/R/Ontario_AOU_ROF/packages/x86_64-pc-linux-gnu/4.2","0.4.5",NA,NA,NA,NA
"scales","/home/achubaty/.local/share/R/Ontario_AOU_ROF/packages/x86_64-pc-linux-gnu/4.2","1.2.1",NA,NA,NA,NA
"sessioninfo","/home/achubaty/.local/share/R/Ontario_AOU_ROF/packages/x86_64-pc-linux-gnu/4.2","1.2.2",NA,NA,NA,NA
"sf","/home/achubaty/.local/share/R/Ontario_AOU_ROF/packages/x86_64-pc-linux-gnu/4.2","1.0-12","sf","r-spatial","HEAD","5b001890aa7de4273083932715d09ba367986747"
"shiny","/home/achubaty/.local/share/R/Ontario_AOU_ROF/packages/x86_64-pc-linux-gnu/4.2","1.7.4",NA,NA,NA,NA
"sitmo","/home/achubaty/.local/share/R/Ontario_AOU_ROF/packages/x86_64-pc-linux-gnu/4.2","2.0.2",NA,NA,NA,NA
"slackr","/home/achubaty/.local/share/R/Ontario_AOU_ROF/packages/x86_64-pc-linux-gnu/4.2","3.2.0",NA,NA,NA,NA
"snow","/home/achubaty/.local/share/R/Ontario_AOU_ROF/packages/x86_64-pc-linux-gnu/4.2","0.4-4",NA,NA,NA,NA
"sourcetools","/home/achubaty/.local/share/R/Ontario_AOU_ROF/packages/x86_64-pc-linux-gnu/4.2","0.1.7-1",NA,NA,NA,NA
"sp","/home/achubaty/.local/share/R/Ontario_AOU_ROF/packages/x86_64-pc-linux-gnu/4.2","1.6-0",NA,NA,NA,NA
"SpaDES.config","/home/achubaty/.local/share/R/Ontario_AOU_ROF/packages/x86_64-pc-linux-gnu/4.2","0.0.2.9068","SpaDES.config","PredictiveEcology","development","93d1764b0b48a7b0e6042e9009d2c89c26472517"
"SpaDES.core","/home/achubaty/.local/share/R/Ontario_AOU_ROF/packages/x86_64-pc-linux-gnu/4.2","1.1.1","SpaDES.core","PredictiveEcology","development","f6ee3ea577c323002d917a639b46ee9f25c1589d"
"SpaDES.install","/home/achubaty/.local/share/R/Ontario_AOU_ROF/packages/x86_64-pc-linux-gnu/4.2","0.0.9.9002","SpaDES.install","PredictiveEcology","development","2a901551d35da742d13169576d27f73ce4bf6c00"
"SpaDES.project","/home/achubaty/.local/share/R/Ontario_AOU_ROF/packages/x86_64-pc-linux-gnu/4.2","0.0.7.9018","SpaDES.project","PredictiveEcology","transition","21af11a99698d454edcaefa4d04766d2361669ce"
"SpaDES.tools","/home/achubaty/.local/share/R/Ontario_AOU_ROF/packages/x86_64-pc-linux-gnu/4.2","1.0.2","SpaDES.tools","PredictiveEcology","development","1d3f12ef34c5046432e003aeeff406724539c554"
"SparseM","/home/achubaty/.local/share/R/Ontario_AOU_ROF/packages/x86_64-pc-linux-gnu/4.2","1.81",NA,NA,NA,NA
"spatialEco","/home/achubaty/.local/share/R/Ontario_AOU_ROF/packages/x86_64-pc-linux-gnu/4.2","2.0-0",NA,NA,NA,NA
"SpatialPack","/home/achubaty/.local/share/R/Ontario_AOU_ROF/packages/x86_64-pc-linux-gnu/4.2","0.4",NA,NA,NA,NA
"spatstat.data","/home/achubaty/.local/share/R/Ontario_AOU_ROF/packages/x86_64-pc-linux-gnu/4.2","3.0-0",NA,NA,NA,NA
"spatstat.explore","/home/achubaty/.local/share/R/Ontario_AOU_ROF/packages/x86_64-pc-linux-gnu/4.2","3.0-6",NA,NA,NA,NA
"spatstat.geom","/home/achubaty/.local/share/R/Ontario_AOU_ROF/packages/x86_64-pc-linux-gnu/4.2","3.0-6",NA,NA,NA,NA
"spatstat.random","/home/achubaty/.local/share/R/Ontario_AOU_ROF/packages/x86_64-pc-linux-gnu/4.2","3.1-3",NA,NA,NA,NA
"spatstat.sparse","/home/achubaty/.local/share/R/Ontario_AOU_ROF/packages/x86_64-pc-linux-gnu/4.2","3.0-0",NA,NA,NA,NA
"spatstat.utils","/home/achubaty/.local/share/R/Ontario_AOU_ROF/packages/x86_64-pc-linux-gnu/4.2","3.0-2",NA,NA,NA,NA
"spData","/home/achubaty/.local/share/R/Ontario_AOU_ROF/packages/x86_64-pc-linux-gnu/4.2","2.2.1",NA,NA,NA,NA
"spdep","/home/achubaty/.local/share/R/Ontario_AOU_ROF/packages/x86_64-pc-linux-gnu/4.2","1.2-7",NA,NA,NA,NA
"stringfish","/home/achubaty/.local/share/R/Ontario_AOU_ROF/packages/x86_64-pc-linux-gnu/4.2","0.15.7",NA,NA,NA,NA
"stringi","/home/achubaty/.local/share/R/Ontario_AOU_ROF/packages/x86_64-pc-linux-gnu/4.2","1.7.12",NA,NA,NA,NA
"stringr","/home/achubaty/.local/share/R/Ontario_AOU_ROF/packages/x86_64-pc-linux-gnu/4.2","1.5.0",NA,NA,NA,NA
"SuppDists","/home/achubaty/.local/share/R/Ontario_AOU_ROF/packages/x86_64-pc-linux-gnu/4.2","1.1-9.7",NA,NA,NA,NA
"sys","/home/achubaty/.local/share/R/Ontario_AOU_ROF/packages/x86_64-pc-linux-gnu/4.2","3.4.1",NA,NA,NA,NA
"tensor","/home/achubaty/.local/share/R/Ontario_AOU_ROF/packages/x86_64-pc-linux-gnu/4.2","1.5",NA,NA,NA,NA
"terra","/home/achubaty/.local/share/R/Ontario_AOU_ROF/packages/x86_64-pc-linux-gnu/4.2","1.7-18",NA,NA,NA,NA
"testthat","/home/achubaty/.local/share/R/Ontario_AOU_ROF/packages/x86_64-pc-linux-gnu/4.2","3.1.7",NA,NA,NA,NA
"TH.data","/home/achubaty/.local/share/R/Ontario_AOU_ROF/packages/x86_64-pc-linux-gnu/4.2","1.1-1",NA,NA,NA,NA
"tibble","/home/achubaty/.local/share/R/Ontario_AOU_ROF/packages/x86_64-pc-linux-gnu/4.2","3.2.1",NA,NA,NA,NA
"tidyr","/home/achubaty/.local/share/R/Ontario_AOU_ROF/packages/x86_64-pc-linux-gnu/4.2","1.3.0",NA,NA,NA,NA
"tidyselect","/home/achubaty/.local/share/R/Ontario_AOU_ROF/packages/x86_64-pc-linux-gnu/4.2","1.2.0",NA,NA,NA,NA
"tiler","/home/achubaty/.local/share/R/Ontario_AOU_ROF/packages/x86_64-pc-linux-gnu/4.2","0.2.6","tiler","ropensci","HEAD","af03464f48b7e216c6fdf7a644a80d2c25645f4e"
"timechange","/home/achubaty/.local/share/R/Ontario_AOU_ROF/packages/x86_64-pc-linux-gnu/4.2","0.2.0",NA,NA,NA,NA
"tinytex","/home/achubaty/.local/share/R/Ontario_AOU_ROF/packages/x86_64-pc-linux-gnu/4.2","0.44",NA,NA,NA,NA
"tmpdir","/home/achubaty/.local/share/R/Ontario_AOU_ROF/packages/x86_64-pc-linux-gnu/4.2","0.1.0","tmpdir","achubaty","HEAD","5d0cbefc4f5b26ee6a746fbeb3a7226a5d947d9c"
"trust","/home/achubaty/.local/share/R/Ontario_AOU_ROF/packages/x86_64-pc-linux-gnu/4.2","0.1-8",NA,NA,NA,NA
"tzdb","/home/achubaty/.local/share/R/Ontario_AOU_ROF/packages/x86_64-pc-linux-gnu/4.2","0.3.0",NA,NA,NA,NA
"units","/home/achubaty/.local/share/R/Ontario_AOU_ROF/packages/x86_64-pc-linux-gnu/4.2","0.8-1",NA,NA,NA,NA
"utf8","/home/achubaty/.local/share/R/Ontario_AOU_ROF/packages/x86_64-pc-linux-gnu/4.2","1.2.3",NA,NA,NA,NA
"uuid","/home/achubaty/.local/share/R/Ontario_AOU_ROF/packages/x86_64-pc-linux-gnu/4.2","1.1-0",NA,NA,NA,NA
"vctrs","/home/achubaty/.local/share/R/Ontario_AOU_ROF/packages/x86_64-pc-linux-gnu/4.2","0.6.0",NA,NA,NA,NA
"viridis","/home/achubaty/.local/share/R/Ontario_AOU_ROF/packages/x86_64-pc-linux-gnu/4.2","0.6.2",NA,NA,NA,NA
"viridisLite","/home/achubaty/.local/share/R/Ontario_AOU_ROF/packages/x86_64-pc-linux-gnu/4.2","0.4.1",NA,NA,NA,NA
"vroom","/home/achubaty/.local/share/R/Ontario_AOU_ROF/packages/x86_64-pc-linux-gnu/4.2","1.6.1",NA,NA,NA,NA
"waldo","/home/achubaty/.local/share/R/Ontario_AOU_ROF/packages/x86_64-pc-linux-gnu/4.2","0.4.0",NA,NA,NA,NA
"whisker","/home/achubaty/.local/share/R/Ontario_AOU_ROF/packages/x86_64-pc-linux-gnu/4.2","0.4.1",NA,NA,NA,NA
"withr","/home/achubaty/.local/share/R/Ontario_AOU_ROF/packages/x86_64-pc-linux-gnu/4.2","2.5.0",NA,NA,NA,NA
"wk","/home/achubaty/.local/share/R/Ontario_AOU_ROF/packages/x86_64-pc-linux-gnu/4.2","0.7.2",NA,NA,NA,NA
"xfun","/home/achubaty/.local/share/R/Ontario_AOU_ROF/packages/x86_64-pc-linux-gnu/4.2","0.37",NA,NA,NA,NA
"XML","/home/achubaty/.local/share/R/Ontario_AOU_ROF/packages/x86_64-pc-linux-gnu/4.2","3.99-0.13",NA,NA,NA,NA
"xml2","/home/achubaty/.local/share/R/Ontario_AOU_ROF/packages/x86_64-pc-linux-gnu/4.2","1.3.3",NA,NA,NA,NA
"xtable","/home/achubaty/.local/share/R/Ontario_AOU_ROF/packages/x86_64-pc-linux-gnu/4.2","1.8-4",NA,NA,NA,NA
"yaImpute","/home/achubaty/.local/share/R/Ontario_AOU_ROF/packages/x86_64-pc-linux-gnu/4.2","1.0-33",NA,NA,NA,NA
"yaml","/home/achubaty/.local/share/R/Ontario_AOU_ROF/packages/x86_64-pc-linux-gnu/4.2","2.3.7",NA,NA,NA,NA
"zoo","/home/achubaty/.local/share/R/Ontario_AOU_ROF/packages/x86_64-pc-linux-gnu/4.2","1.8-11",NA,NA,NA,NA
